,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
177640,7609667,840,USA16155,16155,26 October 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Pennsylvania,Philadelphia,Philadelphia,39.9525,-75.1636,1,CBS3 (Philadelphia),Subnational,"Other: On 26 October 2020, police shot and killed Walter Wallace Jr., a Black man with mental health issues who had a knife in Philadelphia (Pennsylvania) after he walked toward them and refused to drop his knife. This event has caused protests in the area.",1,1612546506,USA
179899,7609555,840,USA16043,16043,24 October 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Georgia,Worth,Sylvester,31.5309,-83.8369,1,Atlanta Journal Constitution,Subnational,"On 24 October 2020, a police officer fatally shot and killed a Black man, Jakerion Shmoud Jackson, who was unarmed, in Sylvester (Georgia). Around 2 a.m. there was a quick car chase after a Sylvester police officer tried to pull a man over. The man eventually got out of the car and escaped on foot. The shooting happened 3 hours later when Sylvester Police received multiple 911 calls describing a suspicious person in the area where the man was last seen. Police arrived at the scene, encountered Jackson, and shot him. It is not clear if Jackson was the man involved in the car chase, and the police did not release information explaining why they opened fire. No officers were reported injured.",1,1612546506,USA
180410,7716972,840,USA16000,16000,23 October 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,District of Columbia,District of Columbia,Washington DC,38.9171,-77.0003,1,WUSA9; Washington Post,Subnational,"Other: On 23 October 2020, a man, Karon Hylton, died in Washington DC (District of Columbia) after crashing a moped into a car while police attempted to pull him over while trying to conduct a traffic stop. This event has sparked protests from people demanding answers regarding the death. D.C. Police stated that investigators are trying to determine whether police officers in were chasing the moped, which could be a violation of rules prohibiting pursuits for traffic violations. Four officers involved in the incident have been put on leave as the investigation proceeds.",1,1614124492,USA
180575,7609507,840,USA15995,15995,23 October 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021) Customs and Border Protection,1,Civilians (Mexico),,7,17,North America,United States,California,San Diego,San Ysidro,32.552,-117.04299999999999,1,ABC10 (San Diego); Fox5 San Diego,Subnational,"Other: On 23 October 2020, a Customs and Border Patrol agent fatally shot David Angele Villalobos-Baldovinos, a Mexican national, in San Ysidro (California) after the man allegedly crossed the border illegally and fought the agent. The agent fired once into Villalobos-Bald vinos' torso, causing him to die at the scene. The agent sustained minor injuries. A demonstration against the killing followed two days later.",1,1612546506,USA
183099,7667854,840,USA15583,15583,20 October 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Illinois,Lake,Waukegan,42.364,-87.8469,1,USA Today,National,"On 20 October 2020, a police officer shot into the car of Marcellis Stinnette, a 19-year-old African-American teenager and his girlfriend Tafara Williams in Waukegan (Illinois). The incident happened after the couple allegedly fled a traffic stop while an officer was approaching and investigating a 'suspicious' vehicle. Moments later the vehicle was spotted by another officer and as the office got out of his car to approach the vehicle, the vehicle reversed towards the officer and the officer fired into the vehicle hitting both Stinnette and his girlfriend. Both were taken to the hospital with life threatening injuries, of which Marcellis Stinnette later died. There was no weapon found in the vehicle and there is no report stating the initial reason for stopping the car.",1,1612915999,USA
183225,7923890,840,USA15981,15981,20 October 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Florida,Hillsborough,Tampa,27.9508,-82.4571,1,Creative Loafing (Tampa); NewsChannel 8 (Tampa),Subnational,"Other: On 20 October 2020, two Tampa police officers fatally shot Dominique Mulkey, a 26-year-old Black man with a history of mental health issues, in the Highland Pines neighborhood of Tampa (Florida) following a call regarding an armed robbery. Mulkey had robbed a Dollar General while armed, filling a trash bag with various food items. Police fired over 30 shots at Mulkey, who died of his injuries. This caused subsequent demonstrations.",1,1619559447,USA
186506,7667879,840,USA15433,15433,16 October 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,California,Los Angeles,Willowbrook,33.9169,-118.255,1,NBC4 Southern California,Subnational,"Other: On 16 October 2020, deputies with the Los Angeles County Sheriff's Office were conducting a routine patrol in Willowbrook (California) when they came upon a group of about 10 people. They allegedly saw one man holding a gun and claimed that he ran away when he saw the deputies. The suspect, Fred Williams, ran from the park into a nearby backyard. He was seen on surveillance video grabbing at his waistband but it is 'unclear' whether or not Williams was holding a gun. According to the Sheriff's office, the deputy who shot Williams did so after Williams 'pointed his gun at the deputy.' Others claim that Williams was trying to escape while climbing over a wall and fell into the neighboring yard after being shot by the deputy.",1,1612915999,USA
189903,7667888,840,USA15425,15425,12 October 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,Tennessee,McNairy,Bethel Springs,35.2336,-88.6064,1,Washington Post - Police Shooting Data; News 2 (Nashville),Subnational-National,"Other: On 12 October 2020, police tased and fatally shot a man in Bethel Springs (Tennessee) following a high speed chase through two counties after receiving a call about a 'possibly impaired driver.' Although the man, Anthony Jones, 'portrayed, with actions and statements, to have a firearm', there was no firearm recovered at the scene. Police stated that the vehicle Jones was driving had been reported stolen. Police stated that after wrecking the vehicle in Bethel Springs, Jones got out of the vehicle, threatened to have firearm and disregarded verbal command from the officers. After which officers tasered Jones, which was ineffective and one of the officers fired two shots hitting Jones. Jones died later at the hospital.",1,1612915999,USA
191527,7667914,840,USA14534,14534,10 October 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Private Security Forces (United States),Civilians (United States); Journalists (United States),8,58,North America,United States,Colorado,Denver,Denver,39.7392,-104.991,1,CNN; Denver Post; Denverite,Subnational-National,"On 10 October 2020, people gathered in Denver (Colorado) to take part in 'Patriot Rally' also called a 'Patriot muster' led by a right-wing group. Following peaceful demonstrations earlier, including a counter demonstration called 'BLM-Antifa Soup Drive,' one of the attendees of the 'Patriot Rally' confronted a hired security guard employed by a news outlet accompanying their journalist. The altercation resulted in the 'Patriot Rally' attendee allegedly hitting the security guard on the face before spraying the security guard with mace. The guard responded by fatally shooting the demonstrator. The security guard was arrested. Reports claimed that the security guard was not licensed to be a security guard in Denver and was contracted through the Pinkerton private security company. [size=no report]",1,1612915999,USA
193794,7607933,840,USA14419,14419,07 October 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,Georgia,DeKalb,Decatur,33.7748,-84.2963,1,Atlanta Journal Constitution; Killed by Police,Other-Subnational,"Other: On 7 October 2020, a murder suspect, 27-year-old Demarco Riley, was shot and killed by a U.S. Marshal in Decatur (Georgia) during an attempt to arrest him. According to the authorities, deputies knocked and announced their presence at the apartment where Riley was believed to be and was commanded to surrender but Riley refused. The authorities further stated that during the standoff a deputy U.S. Marshal fired their gun and shot Riley. Further details that led up the shooting have not yet been released.",1,1612546503,USA
196265,7607830,840,USA14316,14316,04 October 2020,2020,1,Strategic developments,Other,Civilians (United States),7,,,0,70,North America,United States,Florida,Orange,Orlando,28.5347,-81.3872,1,Atlanta Black Star,National,"Other: On 4 October 2020, a Black man was found hanging from a tree at Barker Park in Orlando (Florida). While the authorities ruled the hanging a suicide, family members are challenging the medical examiner's conclusion. During the summer, instances of other Black men found in hanging deaths being reported across the country, has stoked fear that these men were being lynched in response to the nationwide protests against police brutality and racial equality following the death of George Floyd of Minneapolis.",1,1612546502,USA
197202,7716958,840,USA14135,14135,03 October 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Texas,Hunt,Wolfe City,33.3706,-96.0695,1,AP; CNN; Washington Post,National-International,"On 3 October 2020, a police officer tasered and later shot to death a 31 year old, Black man, Jonathan Price in Wolfe city (Texas) while responding to a call about a possible disturbance at a gas station convenience store. Price's attorney citing witnesses informed that Price was intervening in a domestic dispute and the situation had been resolved before the officers arrived. Witnesses at the scene, informed reporters that Price was trying to stop a confrontation, when he noticed a man 'assaulting a woman' at the gas station. Authorities revealed that after officers arrived at the scene the officer attempted to detain Price 'who resisted in a non-threatening posture and began walking away'. The officer then used his taser and fired his weapon, hitting Price. The officer has now been charged with murder after preliminary investigation indicated that the actions of the offier were 'not (objectively) reasonable.'",1,1614124492,USA
198342,7607772,840,USA14258,14258,02 October 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),Native American Group (United States),7,17,North America,United States,California,Kern,Mojave,35.0541,-118.1781,1,Bakersfield,Subnational,"Other: On 2 October 2020, police shot and killed Mickel Lewis, a 39 year old Black man, in Mojave (California). While reports have indicated the possibility of the presence of a gun, they have not established that Lewis was indeed armed and posing a threat at the time when he was shot. Investigations are ongoing and the family is claiming Lewis was not the threat police are making him out to be.",1,1612546502,USA
203596,7668008,840,USA14226,14226,25 September 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,Arizona,Maricopa,Mesa,33.4151,-111.8314,1,Arizona Central,Subnational,"On 25 September 2020, police shot and killed Angel Benitez in Mesa (Arizona) while responding to call about a man who was 'passed out' behind the wheel of a car. According to the police, when they attempted a traffic stop in the parking lot, Benitez awoke and fled in the vehicle. After chasing Benitez, police later found the vehicle backed into a covered parking space. According to the police, Benitez initially complied with officers' commands and put his hands in the air, but then 'dropped his hands out of their view and towards his waistband', following which all five officers fired shots at Benitez. No weapon was found in the car after the shooting.",1,1612916000,USA
205709,7668029,840,USA13280,13280,23 September 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,California,Orange,San Clemente,33.4269,-117.6124,1,Los Angeles Times; ABC7 (Los Angeles); KTLA5; KFI AM640,Subnational,"Other: On 23 September 2020, two homeless liaison deputies approached Kurt Andras Reinhold outside the Hotel Miramar in San Clemente (California) to inform Reinhold he was walking in the middle of the street. Reinhold repeatedly told officers to stop touching him after which officers asked him to sit down. Reinhold refused and attempted to walk past the officers. Then the officers allegedly wrestled him to the ground. Reinhold allegedly grabbed for one of the deputies' guns while he was pinned to the ground, although it is unclear whether or not Reinhold unholstered the weapon. Afterwards, one of the deputies fired twice. Deputies attempted to revive Reinhold but he was pronounced dead at the scene. Reinhold had previously been 'not receptive' to homeless liaison deputies' outreach efforts. The fatal shooting of Reinhold has led to demonstrations.",1,1612916000,USA
210654,7606472,840,USA12958,12958,17 September 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021) Prison Guards,1,Civilians (United States),,7,17,North America,United States,Wisconsin,Dane,Monona,43.0622,-89.334,1,WISC-TV3,Subnational,"Other: On 17 September 2020, the police were involved in a vehicle pursuit with a car, which subsequently crashed, in Monona (Wisconsin). Police alleged that the driver of the car, Ello Johnson, shot himself in the head following the crash. Johnson died on the scene. However, people doubt police account and call for truth about his death. This caused subsequent protests.",1,1612546500,USA
210763,7740393,840,USA25596,25596,17 September 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,Florida,Collier,Immokalee,26.4185,-81.4174,1,Naples Daily News,Subnational,"Other: On 17 September 2020, police officers fatally shot Nicholas Morales Besanilla, a 37-year-old Latinx man, outside of a home in Immokalee (Florida) when responding to a call about 'a man with a shovel trying to get inside'. During the interaction with police, Besanilla dropped the shovel and ran toward the officers with a pair of pruning shears. The incident led to several protests demanding justice and accountability for his death.",1,1615330707,USA
211738,7716940,840,USA12879,12879,15 September 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Texas,Bexar,San Antonio,29.4278,-98.4875,1,My San Antonio; Washington Post - Police Shooting Data; Killed by Police,Other-Subnational,"Other: On 15 September 2020, police officers fatally shot a Black man wanted on two warrants in San Antonio (Texas) after he allegedly 'struck an officer with a can of paint and pulled the officer's gun from its holster.' Three plainclothes and two uniformed officers were serving the warrants to Darrell Zemault Sr. when the incident occurred.",1,1614124492,USA
213143,7717399,840,USA12762,12762,13 September 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,Pennsylvania,Lancaster,Lancaster,40.0379,-76.3055,1,WTOP Radio,National,"Other: On 13 September 2020, a police officer fatally shot Ricardo Munoz, a Latino man with mental illness, in Lancaster (Pennsylvania) after responding to a domestic disturbance call, where the man chased the officer down the street with a knife. This event prompted multiple protests.",1,1614124493,USA
220604,7605520,840,USA12004,12004,03 September 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Sole Perpetrator (United States),,3,13,North America,United States,Washington,Thurston,Lacey,47.0506,-122.7729,1,Seattle Post-Intelligencer; New York Times,Subnational-National,"Other: On 3 September 2020, police shot and killed Michael Reinoehl in Lacey (Washington), the suspect in the murder of a member of Patriot Prayer amid clashes between Trump supporters and anti-fascist protesters in Portland the previous weekend. Reinoehl was said to be armed and discharged his weapon towards officers before being struck by return fire. [size=no report]",1,1612546446,USA
221838,7707645,840,USA11982,11982,02 September 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,District of Columbia,District of Columbia,Washington DC,38.9171,-77.0003,1,WJZ13,National,"Other: On 2 September 2020, police shot an 18-year-old Black man, Deon Kay, in Washington (District of Columbia) when they were investigating reports of a man with a gun in the area. Police reported that Kay brandished a gun before he was shot and killed. This shooting has led to subsequent demonstrations.",1,1614027979,USA
222872,7605378,840,USA11862,11862,31 August 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,Illinois,Cook,Chicago,41.85,-87.6501,1,Block Club Chicago,Subnational,"Other: On 31 August 2020, a civilian (Miguel Vega) was shot and killed by the Chicago police in Pilsen neighborhood in Chicago (Illinois), who believed they had just been shot at. Police said the shots were fired in their direction, then officers returned fire. A gun was found at the scene, but the victim's family refute the allegation that he had a gun. The incident is under investigation. This event resulted in subsequent demonstrations.",1,1612546446,USA
223159,7668199,840,USA11873,11873,31 August 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,California,Los Angeles,Westmont,33.94,-118.3047,1,California Public; ABC7 (San Francisco); Los Angeles Times; CBS2 (Los Angeles),Subnational,"Other: On 31 August 2020, Los Angeles County Sheriff's deputies shot and killed a man in Westmont (California). The victim, Dijon Kizzee, was stopped for a code violation while riding his bicycle. A foot chase ensued. When the deputies caught up with Kizzee, they alleged he punched one of them in the face, causing Kizzee to drop a pile of clothes that allegedly contained a handgun. A witness claims that Kizzee raised his hands in the air and others were saying don't shoot. The sheriff's department released a statement claiming that Kizzee 'made a motion toward the firearm' that caused the deputies to fire. The family's attorney claims that Kizzee was shot 15 times and audio from a nearby home security video confirms this. An investigation is ongoing. His death has led to multiple demonstrations.",1,1612916000,USA
224479,7934175,840,USA11629,11629,29 August 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Rioters (United States),BLM: Black Lives Matter; Antifa (United States); Civilians (United States); Journalists (United States),5,55,North America,United States,Oregon,Multnomah,Portland,45.5234,-122.6762,1,Oregonian; Bend Bulletin; MilitiaWatch,Local partner-New media,"On 29 August 2020, about 600 vehicles staged a caravan demonstration in Portland (Oregon) in support of President Trump, many of whom waved Trump flags. Some of the demonstrators, including members of Patriot Prayer, Three Percenters (III%), and Proud Boys, sprayed pepper spray and shot paintball guns at counter-demonstrators rallying in support of the BLM movement and against police brutality, as well as at journalists. Videos showed they also intentionally drove their trucks through the crowd of counter-demonstrators who attempted to block the streets. Amidst the clashes, a member of the Patriot Prayer right-wing armed group was shot and killed by an individual associated with Antifa. [size=about 600 cars] [car ramming] [counter-demonstration]",1,1620164853,USA
225798,7604928,840,USA11412,11412,27 August 2020,2020,1,Riots,Mob violence,Rioters (United States),5,Rioters (United States),,5,55,North America,United States,Texas,Travis,Austin,30.2747,-97.7405,1,KFDX 3,Subnational,"On 27 August 2020, about 50 to 60 hurricane evacuees engaged in a street fight in Austin (Texas). One group was from Beaumont and the other from Port Arthur. During the incident, a woman experiencing homelessness was fatally shot. [size=about 50 to 60]",1,1612546445,USA
226762,7668266,840,USA11322,11322,25 August 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Texas,Bexar,San Antonio,29.4278,-98.4875,1,KSAT12; Fatal Encounters,Other-Subnational,"Other: On 25 August 2020, police responded to a 'mental health-type call' in San Antonio (Texas) involving a Black man, Damian Lamar Daniels, described as a 'mentally unstable and suicidal' combat veteran. Three officers spent about 30 minutes trying to deescalate the situation 'since they knew he had a weapon.' An officer attempted to use a stun gun, that Daniels grabbed from the deputy after which point another deputy used their stun gun on Daniels. Then, Daniels allegedly reached for a gun in his waistband and a deputy shot Daniels twice in the upper torso. Daniels was killed in the incident. This event led to subsequent demonstrations.",1,1612916000,USA
226840,7716929,840,USA11280,11280,25 August 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Sole Perpetrator (United States),Kenosha Guard Militia; Boogaloo Boys; Police Forces of the United States (2017-2021),3,35,North America,United States,Wisconsin,Kenosha,Kenosha,42.5846,-87.824,1,Washington Post; Washington Examiner; New York Times; MilitiaWatch,Local partner-New media,"On 25 August 2020, about 1,000 demonstrators gathered outside the courthouse in Kenosha (Wisconsin) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd and police shooting of Jacob Blake. Demonstrators set off fireworks aimed at officers, while police shot tear gas pellets and rubber bullets into the crowd. A teenager shot and killed two demonstrators and injured another. The teenager was responding to a Kenosha Guard call-to-action called the ''Armed Citizens to Protect our Lives and Property'' and joined a security detail including the Kenosha Guard and local Boogaloo Boys, but reportedly was not a member of the two groups. Police reportedly welcomed the suspect and other armed individuals present at the demonstration prior to the shooting. The teenager was not detained at the scene, but was later arrested and has since been charged with homicide. The man who illegally purchased firearms for the teenager was charged with two felony counts of intentionally selling a gun to a minor on 9 November 2020. [size=about 1000]",2,1614124492,USA
229714,8004701,840,USA11032,11032,21 August 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Louisiana,Lafayette,Lafayette,30.2241,-92.0198,1,CNN; Daily Advertiser (Lafayette),Subnational-National,"Other: On 21 August 2020, police tased a Black man in Lafayette (Louisiana) while responding to a disturbance call involving a person armed with a knife. The officers continued to pursue him after he was tasered, surrounding him at the entrance of a Shell station and killing him after firing 11 live rounds. The incident sparked demonstrations against the 'inappropriate and excessive use of force' by the police. The officers involved in the shooting did not face charges.",1,1621980620,USA
233657,7603990,840,USA10466,10466,15 August 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,California,Los Angeles,Pasadena,34.1416,-118.1502,1,Pasadena Star-News,Subnational,"Other: On 15 August 2020, police shot and killed Anthony McClain, a Black man, in Pasadena (California). A police officer fired at least two shots at a fleeing McClain, who held what police said was a firearm, though the family's lawyer has contested that description. The shooting has sparked demonstrations.",1,1612546440,USA
236929,7668389,840,USA10448,10448,11 August 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,New Mexico,Bernalillo,Albuquerque,35.0844,-106.6511,1,Albuquerque Journal,Subnational,"Other: On 11 August 2020, police officers fatally shot Ken Reiss in Albuquerque (New Mexico) after he called 911 to report a break in. Officers state that Reiss fired at them first but witnesses and neighbours citing home security video footage state that Reiss was unarmed and 'would not escalate to violence or shoot at police.' The incident has sparked demonstrations.",1,1612916000,USA
239371,7604291,840,USA10773,10773,07 August 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Georgia,Screven,Sylvania,32.7504,-81.6368,1,New York Times; WLKY,National,"On 7 August 2020, a Georgia state trooper shot and killed a Black man, Julian Lewis, in Sylvania (Georgia) after the man reportedly did not stop while being pulled over for a burned-out tail light and was run off the road by the officer. The trooper has been charged by the Georgia Bureau of Investigation with felony murder.",1,1612546441,USA
239497,7604597,840,USA11081,11081,07 August 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Florida,Orange,Orlando,28.5347,-81.3872,1,Orlando Sentinel,Subnational,"Other: On 7 August 2020, a Black man, Salaythis Melvin, was shot by an Orange County sheriff's deputy in the parking lot of the Florida Mall in Orlando (Florida). He was armed with a stolen Glock handgun. This influenced following demonstrations for him.",1,1612546442,USA
241031,7668409,840,USA12704,12704,05 August 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,California,Alameda,Oakland,37.8044,-122.2711,1,SF Gate; KTVU Fox2,Subnational,"Other: On 5 August 2020, police fatally shot Vasquinho Bettencourt in Oakland (California). Bettencourt allegedly failed to stop for police in San Leandro, leading to a car chase. Bettencourt crashed the car into a 'big rig' at which point he exited the vehicle and allegedly pointed an assault rifle at an officer. The officer fired at Bettencourt at which point Bettencourt discarded the assault rifle and ran away. Police chased on foot before shooting Bettencourt in the torso. Paramedics treated Bettencourt but he did not survive. Police allege that they did not know Bettencourt had discarded the rifle.",1,1612916000,USA
241457,7604557,840,USA11041,11041,04 August 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,Washington,Kitsap,Bremerton,47.5673,-122.6326,1,Seattle Times; Kitsap Sun,Subnational,"On 4 August 2020, police officers shot and killed David James Pruitt in Bremerton (Washington) after being called for a welfare check after Pruitt was found sitting and dangling his legs over the edge of a highway overpass. Accounts from police and witnesses say he approached the deputies. The deputies also claimed that Pruitt had his hand at his waist and was threatening to kill them. One deputy thought Pruitt had a gun and shot him six times. Pruitt's death was later ruled to have been caused by a bullet wound to the chest. After a search, Pruitt was determined to be unarmed. One officer claimed to see a holster for a gun, but Pruitt had only a phone case.",1,1612546442,USA
241651,7668410,840,USA10465,10465,04 August 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,Arizona,Maricopa,Phoenix,33.4492,-112.0741,1,CNN; Insider,National-International,"On 4 August 2020, three police officers restrained an unarmed man, Ramon Lopez, by holding him for more than six minutes against a roadway in 100-degree weather in Phoenix (Maricopa, Arizona). Lopez died shortly after the incident. Officers were initially called to the scene by a woman who called 911 to report 'a suspicious man making obscene gestures and looking into cars' and 'holding his private parts.' When officers sought to restrain Lopez, he struggled, and officers eventually handcuffed him and used a leg restraint.",1,1612916000,USA
248122,7668453,840,USA2737,2737,25 July 2020,2020,1,Protests,Excessive force against protesters,Protesters (United States),6,Sole Perpetrator (United States),Military Forces of the United States (2017-2021),3,36,North America,United States,Texas,Travis,Austin,30.2747,-97.7405,1,KUT90.5; International Business Times; KTSM9,Subnational-International,"On 25 July 2020, BLM supporters marched in protest in Austin (Texas), demanding social justice and showing solidarity for protesters in Portland who have been in a standoff with federal agents for over a week. At one point, a car drove into the crowd, leading to one of the demonstrators allegedly aiming a gun at the driver. The driver shot a demonstrator, who died from his injuries afterwards. The suspect was arrested. Protesters at the scene dispute that the victim pointed his rifle at the driver. According to police, besides the driver, another person in the crowd (not the victim of the shooting) returned fire as the car drove away. Police are still investigating. The shooter is an Army sergeant who 'fantasized about killing BLM protesters'. [size=no report] [car ramming]",1,1612916001,USA
252015,7596420,840,USA2778,2778,19 July 2020,2020,1,Violence against civilians,Attack,Sole Perpetrator (United States),3,Civilians (United States),Judges (United States); Women (United States); Latinx Group (United States),7,37,North America,United States,New Jersey,Middlesex,North Brunswick,40.4668,-74.4573,1,NBC News; USA Today,National,"On 19 July 2020, a man shot at family members of a female US District Judge, Esther Salas, close to New Brunswick in the North Brunswick Township (New Jersey). The son died, while the husband was injured seriously. The Judge remained unharmed as reports indicated that she was in the basement of the house at the time and that the assailant fled after shooting her husband and son. The man posed as a FedEx delivery man. Salas was nominated by former President Obama and confirmed. She was the first Latina magistrate in New Jersey. The suspect was a self-described anti-feminist and was later found dead from a self-inflicted gun wound.",1,1612546427,USA
254198,7726769,840,USA25242,25242,16 July 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,California,San Joaquin,Stockton,37.9592,-121.2978,1,Record (Stockton); Crowd Counting Consortium,Other-Subnational,"Other: On 16 July 2020, police attempted to arrest Antwane Burrise in Stockton (California) in connection to a murder that occurred on 1 June. Burrise allegedly drove his vehicle backwards towards an undercover officer. The officer responded by shooting towards Burrise, who was later declared dead at an area hospital. A demonstration against Burrise's death occurred the following month. The killing garnered demonstrations.",1,1614725570,USA
256686,7610617,840,USA17105,17105,13 July 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,Georgia,Cobb,Austell,33.8126,-84.6343,1,Atlanta Journal Constitution; ABC News; 11 Alive,National,"On 13 July 2020, police attempted to stop an allegedly stolen vehicle in Austell (Georgia), in which three teenagers were riding, including a 17-year-old Vincent Truitt. The attempted stop led to a car chase, and when the driver pulled over two of the teenagers, including Truitt, ran on foot. One of the fleeing teenagers allegedly brandished a gun and an officer fired at them, fatally shooting Truitt, who was unarmed, twice in the torso.",1,1612546507,USA
259008,7668556,840,USA11078,11078,09 July 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,California,San Diego,City Heights,32.7417,-117.1009,1,San Diego Union-Tribune; KPBS,Subnational,"Other: On 9 July 2020, a man aiming a pellet gun at seven police officers was shot dead in City Heights (California) during a standoff after police responded to a report of a man who 'pointed a gun' at two women in an SUV. Police attempted to de-escalate the situation leading the suspect to drop the gun. However, following several minutes of attempts by police to force the man to surrender without response, the victim picked up the gun and pointed it at police, leading them to shoot him. The suspect, Richard Lewis Price, died at the scene. It is clear from bodycam footage that police believed the gun was real. Price's death influenced subsequent demonstrations.",1,1612916001,USA
261914,7595956,840,USA2313,2313,05 July 2020,2020,1,Riots,Mob violence,Rioters (United States),5,Rioters (United States),,5,55,North America,United States,Indiana,Marion,Indianapolis,39.7686,-86.15799999999999,1,Fox News,National,"On 5 July 2020, a verbal altercation broke out on a street in Indianapolis, Indiana between two groups after some of them allegedly used a racial slur. One group shouted Black Lives Matter, and the other responded with All Lives Matter. A brief argument followed until both sides separated after realizing the other was armed. Minutes later, someone reportedly opened fire from a nearby bridge, striking the woman who had earlier shouted All Lives Matter, and killing her. Her husband returned fire, but did not hit anyone. The husband of the victim is alleging that the shot was fired by the Black Lives Matter supporters, but police have not independently verified whether the supposed argument over Black Lives Matter occurred or if the fatal shooting was even connected. [size=no report]",1,1612546426,USA
262153,7595530,840,USA1885,1885,04 July 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Civilians (United States),,7,57,North America,United States,Georgia,Fulton,Atlanta,33.7559,-84.3898,1,ElNuevo Georgia,Subnational,"On 4 July 2020, an unknown number of people demonstrated outside the fast food restaurant where Rayshard Brooks was killed in Atlanta (Georgia) against the death of Brooks. A group of armed individuals who were blocking traffic with a barricade and opened fire on a passing car, shooting and killing a 8-year-old girl. [size=no report]",1,1612546425,USA
